id,state,district,village,asset_type,asset_name,asset_holder_name,area_ha,ndvi,ndwi,confidence_score,gps_lat,gps_lon,status,last_survey_date,notes,Jal_Jeevan_Mission,MGNREGA,DAJGUA
1025,Tripura,Dharmanagar,Kamlapur,well,Kamlapur DAJGUA Well 785,Rajesh Sharma,3.49,0.12,0.533,0.97,21.334752,86.47036,under construction,2025-03-02,part of DAJGUA initiative,no,no,yes
1026,Tripura,Kailashahar,Kalyanpur,well,Kalyanpur MGNREGA Well 786,Geeta Reddy,4.06,0.703,0.221,0.8,20.707017,87.569963,active,2025-03-19,part of MGNREGA initiative,no,yes,no
1027,Madhya Pradesh,Jabalpur,Bela,pond,Bela Jal Jeevan Mission Pond 787,Sunita Tiwari,2.1,0.088,0.49,0.95,22.668367,86.510299,under construction,2024-12-20,part of Jal Jeevan Mission initiative,yes,no,no
1028,Madhya Pradesh,Bhopal,Kalyanpur,pond,Kalyanpur DAJGUA Pond 788,Savita Yadav,1.48,0.21,0.629,0.97,26.310876,86.54352,seasonal,2024-10-20,part of DAJGUA initiative,no,no,yes
1029,Odisha,Cuttack,Kalyanpur,well,Kalyanpur DAJGUA Well 789,Deepak Singh,3.99,0.252,0.032,0.73,25.795802,83.730947,under construction,2024-04-06,part of DAJGUA initiative,no,no,yes
1030,Tripura,Agartala,Gandhinagar,forest,Gandhinagar DAJGUA Forest 790,Vikram Reddy,3.4,0.139,0.419,0.91,19.880626,87.537268,active,2024-12-29,part of DAJGUA initiative,no,no,yes
1031,Tripura,Dharmanagar,Rampur,tank,Rampur Jal Jeevan Mission Tank 791,Pooja Behera,3.51,0.635,0.454,0.96,19.730426,84.424373,active,2024-03-09,part of Jal Jeevan Mission initiative,yes,no,no
1032,Tripura,Agartala,Bela,pond,Bela DAJGUA Pond 792,Deepak Naidu,2.64,0.515,0.514,0.73,26.586779,86.462082,seasonal,2024-02-04,part of DAJGUA initiative,no,no,yes
1033,Odisha,Bhubaneswar,Chandpur,pipeline,Chandpur MGNREGA Pipeline 793,Savita Tiwari,3.55,0.077,0.741,0.93,26.918221,82.586774,active,2025-05-30,part of MGNREGA initiative,no,yes,no
1034,Telangana,Nizamabad,Dharampur,forest,Dharampur DAJGUA Forest 794,Manoj Rao,4.75,0.435,0.139,0.87,24.42987,82.463643,seasonal,2024-06-16,part of DAJGUA initiative,no,no,yes
1035,Odisha,Sambalpur,Bela,farm,Bela DAJGUA Farm 795,Pooja Reddy,3.13,0.239,0.303,0.74,24.114279,83.078551,under construction,2024-09-06,part of DAJGUA initiative,no,no,yes
1036,Madhya Pradesh,Ujjain,Dharampur,forest,Dharampur Jal Jeevan Mission Forest 796,Deepak Das,1.44,0.599,0.701,0.98,21.108377,84.828717,good,2024-11-08,part of Jal Jeevan Mission initiative,yes,no,no
1037,Telangana,Nizamabad,Kalyanpur,well,Kalyanpur DAJGUA Well 797,Pooja Singh,2.09,0.356,0.307,0.86,22.542514,83.503172,active,2024-12-21,part of DAJGUA initiative,no,no,yes
1038,Tripura,Kailashahar,Kamlapur,checkdam,Kamlapur MGNREGA Checkdam 798,Anita Reddy,1.71,0.604,0.192,0.92,24.33648,78.334182,active,2024-08-02,part of MGNREGA initiative,no,yes,no
1039,Madhya Pradesh,Satna,Pahadi,pipeline,Pahadi Jal Jeevan Mission Pipeline 799,Manoj Das,4.57,0.729,0.795,0.79,19.71549,81.367032,seasonal,2025-01-10,part of Jal Jeevan Mission initiative,yes,no,no
1040,Madhya Pradesh,Rewa,Kalyanpur,checkdam,Kalyanpur Jal Jeevan Mission Checkdam 800,Rajesh Singh,0.88,0.141,0.206,0.79,20.274332,86.670974,under construction,2024-11-22,part of Jal Jeevan Mission initiative,yes,no,no
1041,Odisha,Cuttack,Chandpur,pond,Chandpur Jal Jeevan Mission Pond 801,Savita Sharma,3.28,0.818,0.565,0.82,21.06266,81.075384,seasonal,2025-05-30,part of Jal Jeevan Mission initiative,yes,no,no
1042,Telangana,Karimnagar,Pahadi,pipeline,Pahadi Jal Jeevan Mission Pipeline 802,Vikram Naidu,4.37,0.427,0.063,0.92,19.307538,81.092573,seasonal,2024-06-30,part of Jal Jeevan Mission initiative,yes,no,no
1043,Telangana,Hyderabad,Bela,tank,Bela DAJGUA Tank 803,Ramesh Tiwari,3.97,0.801,0.354,0.84,22.504593,85.059894,seasonal,2024-04-23,part of DAJGUA initiative,no,no,yes
1044,Tripura,Agartala,Pahadi,farm,Pahadi DAJGUA Farm 804,Rajesh Tiwari,3.94,0.473,0.534,0.83,17.809249,79.413306,good,2024-09-21,part of DAJGUA initiative,no,no,yes
1045,Odisha,Sambalpur,Bela,pipeline,Bela MGNREGA Pipeline 805,Vikram Sharma,3.96,0.305,0.17,0.79,21.030867,78.68644,good,2024-07-05,part of MGNREGA initiative,no,yes,no
1046,Odisha,Sambalpur,Bela,forest,Bela MGNREGA Forest 806,Manoj Sharma,1.78,0.538,0.396,0.95,21.835801,80.773091,active,2025-04-17,part of MGNREGA initiative,no,yes,no
1047,Tripura,Udaipur,Kamlapur,tank,Kamlapur DAJGUA Tank 807,Deepak Naidu,3.02,0.554,0.568,0.89,25.298498,84.87585,seasonal,2024-01-03,part of DAJGUA initiative,no,no,yes
1048,Madhya Pradesh,Indore,Rampur,pond,Rampur Jal Jeevan Mission Pond 808,Sunita Tiwari,0.4,0.637,0.707,0.97,24.864294,79.676716,under construction,2024-01-06,part of Jal Jeevan Mission initiative,yes,no,no
1049,Telangana,Hyderabad,Sukhi,checkdam,Sukhi DAJGUA Checkdam 809,Savita Naidu,3.4,0.369,0.59,0.98,24.359622,83.982561,active,2025-07-21,part of DAJGUA initiative,no,no,yes
1050,Telangana,Karimnagar,Rampur,well,Rampur MGNREGA Well 810,Lalita Sharma,4.67,0.701,0.085,0.89,24.615969,84.225654,seasonal,2024-11-12,part of MGNREGA initiative,no,yes,no
1051,Madhya Pradesh,Indore,Sukhi,tank,Sukhi MGNREGA Tank 811,Meera Naidu,0.76,0.266,0.584,0.97,17.683937,87.008154,good,2024-02-27,part of MGNREGA initiative,no,yes,no
1052,Tripura,Agartala,Bela,tank,Bela MGNREGA Tank 812,Sunita Tiwari,1.35,0.491,0.422,0.8,24.496551,85.630603,good,2025-05-15,part of MGNREGA initiative,no,yes,no
1053,Tripura,Kailashahar,Kalyanpur,farm,Kalyanpur DAJGUA Farm 813,Rohit Singh,2.47,0.497,0.274,0.71,18.683855,84.762734,active,2024-02-05,part of DAJGUA initiative,no,no,yes
1054,Odisha,Sambalpur,Rampur,pond,Rampur DAJGUA Pond 814,Ramesh Naidu,2.69,0.704,0.035,0.75,21.678236,86.902519,active,2024-10-17,part of DAJGUA initiative,no,no,yes
1055,Madhya Pradesh,Bhopal,Sukhi,well,Sukhi Jal Jeevan Mission Well 815,Saurabh Patel,2.79,0.642,0.531,0.81,17.981874,82.389436,under construction,2025-06-19,part of Jal Jeevan Mission initiative,yes,no,no
1056,Odisha,Rourkela,Dharampur,tank,Dharampur MGNREGA Tank 816,Deepak Naidu,2.51,0.894,0.057,0.96,23.246392,86.572203,under construction,2024-10-24,part of MGNREGA initiative,no,yes,no
1057,Madhya Pradesh,Bhopal,Gandhinagar,tank,Gandhinagar Jal Jeevan Mission Tank 817,Geeta Sharma,2.92,0.488,0.593,0.8,17.809834,84.976486,active,2025-03-11,part of Jal Jeevan Mission initiative,yes,no,no
1058,Telangana,Hyderabad,Kamlapur,farm,Kamlapur DAJGUA Farm 818,Vikram Verma,4.31,0.264,0.749,0.8,24.938059,86.813016,seasonal,2024-11-25,part of DAJGUA initiative,no,no,yes
1059,Madhya Pradesh,Ujjain,Kalyanpur,farm,Kalyanpur Jal Jeevan Mission Farm 819,Ajay Tiwari,1.9,0.576,0.063,0.85,26.946958,80.966552,good,2024-04-19,part of Jal Jeevan Mission initiative,yes,no,no
1060,Madhya Pradesh,Satna,Bela,tank,Bela DAJGUA Tank 820,Savita Verma,3.18,0.275,0.184,0.82,17.762094,84.589901,good,2025-03-27,part of DAJGUA initiative,no,no,yes
1061,Telangana,Warangal,Bela,pipeline,Bela DAJGUA Pipeline 821,Pooja Mishra,3.53,0.43,0.257,0.94,26.018783,80.394511,active,2025-02-26,part of DAJGUA initiative,no,no,yes
1062,Tripura,Agartala,Chandpur,farm,Chandpur MGNREGA Farm 822,Anita Patel,4.32,0.305,0.311,0.72,23.745799,87.511023,active,2024-12-05,part of MGNREGA initiative,no,yes,no
1063,Madhya Pradesh,Satna,Sukhi,pipeline,Sukhi Jal Jeevan Mission Pipeline 823,Rajesh Yadav,2.92,0.511,0.178,0.96,17.847671,87.646894,under construction,2024-04-09,part of Jal Jeevan Mission initiative,yes,no,no
1064,Madhya Pradesh,Ujjain,Kalyanpur,forest,Kalyanpur DAJGUA Forest 824,Kiran Behera,2.89,0.581,0.039,0.75,17.498129,83.287565,seasonal,2025-08-06,part of DAJGUA initiative,no,no,yes
1065,Odisha,Balasore,Dharampur,tank,Dharampur DAJGUA Tank 825,Ajay Behera,2.47,0.208,0.737,0.96,25.539195,87.799735,active,2025-05-13,part of DAJGUA initiative,no,no,yes
1066,Odisha,Cuttack,Bela,tank,Bela MGNREGA Tank 826,Meera Reddy,4.46,0.346,0.671,0.75,23.171345,81.985985,under construction,2024-06-17,part of MGNREGA initiative,no,yes,no
1067,Odisha,Balasore,Pahadi,tank,Pahadi Jal Jeevan Mission Tank 827,Geeta Yadav,3.33,0.263,0.208,0.82,17.703347,86.029879,good,2025-07-12,part of Jal Jeevan Mission initiative,yes,no,no
1068,Tripura,Agartala,Pahadi,tank,Pahadi Jal Jeevan Mission Tank 828,Mohan Verma,2.9,0.863,0.022,0.79,17.625898,83.388389,good,2025-04-01,part of Jal Jeevan Mission initiative,yes,no,no
1069,Odisha,Bhubaneswar,Sukhi,pipeline,Sukhi Jal Jeevan Mission Pipeline 829,Sita Verma,4.81,0.338,0.092,0.83,17.220128,79.652648,active,2024-10-03,part of Jal Jeevan Mission initiative,yes,no,no
1070,Telangana,Hyderabad,Gandhinagar,tank,Gandhinagar MGNREGA Tank 830,Rajesh Verma,3.4,0.652,0.725,0.72,18.767734,87.464015,good,2024-08-07,part of MGNREGA initiative,no,yes,no
1071,Odisha,Rourkela,Bela,farm,Bela Jal Jeevan Mission Farm 831,Kiran Patel,1.66,0.776,0.05,0.97,26.097175,83.667673,active,2025-08-03,part of Jal Jeevan Mission initiative,yes,no,no
1072,Telangana,Warangal,Gandhinagar,forest,Gandhinagar MGNREGA Forest 832,Neha Tiwari,2.14,0.08,0.505,0.92,25.31308,80.035404,seasonal,2024-11-30,part of MGNREGA initiative,no,yes,no
1073,Tripura,Dharmanagar,Sukhi,pipeline,Sukhi DAJGUA Pipeline 833,Deepak Behera,0.96,0.863,0.749,0.84,24.167281,84.576897,under construction,2024-10-22,part of DAJGUA initiative,no,no,yes
1074,Telangana,Warangal,Kamlapur,pond,Kamlapur MGNREGA Pond 834,Sita Naidu,0.91,0.869,0.474,0.75,25.732656,84.092574,active,2025-04-29,part of MGNREGA initiative,no,yes,no
1075,Madhya Pradesh,Satna,Gandhinagar,forest,Gandhinagar DAJGUA Forest 835,Anita Das,4.25,0.47,0.408,0.74,18.081364,84.815332,under construction,2025-08-30,part of DAJGUA initiative,no,no,yes
1076,Tripura,Agartala,Dharampur,pipeline,Dharampur Jal Jeevan Mission Pipeline 836,Rohit Naidu,3.27,0.062,0.537,0.77,25.142,87.257924,active,2025-03-05,part of Jal Jeevan Mission initiative,yes,no,no
1077,Odisha,Rourkela,Gandhinagar,pipeline,Gandhinagar DAJGUA Pipeline 837,Rajesh Rao,3.21,0.567,0.485,0.85,20.268675,83.885714,seasonal,2024-04-15,part of DAJGUA initiative,no,no,yes
1078,Telangana,Karimnagar,Bela,forest,Bela DAJGUA Forest 838,Rohit Reddy,2.04,0.75,0.509,0.85,18.708362,84.908804,active,2024-05-23,part of DAJGUA initiative,no,no,yes
1079,Madhya Pradesh,Jabalpur,Chandpur,forest,Chandpur Jal Jeevan Mission Forest 839,Arun Das,4.68,0.631,0.599,0.77,22.120342,85.717623,under construction,2025-09-01,part of Jal Jeevan Mission initiative,yes,no,no
1080,Odisha,Rourkela,Kalyanpur,checkdam,Kalyanpur DAJGUA Checkdam 840,Savita Behera,4.45,0.056,0.645,0.75,22.865814,86.708407,under construction,2024-03-20,part of DAJGUA initiative,no,no,yes
1081,Tripura,Udaipur,Sukhi,checkdam,Sukhi DAJGUA Checkdam 841,Savita Behera,3.16,0.777,0.462,0.75,25.060312,85.054218,seasonal,2025-05-17,part of DAJGUA initiative,no,no,yes
1082,Odisha,Cuttack,Bela,farm,Bela MGNREGA Farm 842,Ajay Mishra,2.85,0.668,0.594,0.91,20.808699,86.336358,active,2024-10-22,part of MGNREGA initiative,no,yes,no
1083,Madhya Pradesh,Jabalpur,Bela,well,Bela Jal Jeevan Mission Well 843,Lalita Sharma,0.56,0.17,0.337,0.8,20.040695,78.873298,under construction,2024-01-08,part of Jal Jeevan Mission initiative,yes,no,no
1084,Odisha,Bhubaneswar,Kamlapur,checkdam,Kamlapur Jal Jeevan Mission Checkdam 844,Neha Naidu,3.91,0.733,0.766,0.9,18.604465,80.379449,good,2024-04-23,part of Jal Jeevan Mission initiative,yes,no,no
1085,Madhya Pradesh,Indore,Bela,pond,Bela DAJGUA Pond 845,Sunita Reddy,4.74,0.811,0.457,0.85,26.383715,78.067141,good,2025-05-29,part of DAJGUA initiative,no,no,yes
1086,Madhya Pradesh,Ujjain,Pahadi,well,Pahadi DAJGUA Well 846,Deepak Sharma,4.87,0.471,0.697,0.82,26.123732,85.262089,seasonal,2025-01-24,part of DAJGUA initiative,no,no,yes
1087,Madhya Pradesh,Satna,Rampur,pond,Rampur DAJGUA Pond 847,Manoj Behera,3.23,0.196,0.192,0.88,25.63213,81.485775,active,2024-04-12,part of DAJGUA initiative,no,no,yes
1088,Madhya Pradesh,Ujjain,Gandhinagar,pond,Gandhinagar DAJGUA Pond 848,Savita Das,0.48,0.72,0.001,0.95,23.234944,80.214772,active,2024-08-10,part of DAJGUA initiative,no,no,yes
1089,Tripura,Udaipur,Pahadi,tank,Pahadi MGNREGA Tank 849,Mohan Rao,2.78,0.158,0.459,0.91,24.433868,85.959773,under construction,2024-05-04,part of MGNREGA initiative,no,yes,no
1090,Tripura,Udaipur,Rampur,checkdam,Rampur MGNREGA Checkdam 850,Vikram Naidu,1.42,0.251,0.27,0.9,24.904212,86.075651,good,2025-03-20,part of MGNREGA initiative,no,yes,no
1091,Telangana,Warangal,Kalyanpur,tank,Kalyanpur Jal Jeevan Mission Tank 851,Rajesh Yadav,2.25,0.203,0.162,0.8,17.63955,87.820408,under construction,2024-07-17,part of Jal Jeevan Mission initiative,yes,no,no
1092,Tripura,Agartala,Dharampur,farm,Dharampur Jal Jeevan Mission Farm 852,Vikram Reddy,3.64,0.822,0.021,0.88,24.826115,80.587097,seasonal,2025-07-25,part of Jal Jeevan Mission initiative,yes,no,no
1093,Odisha,Balasore,Chandpur,forest,Chandpur Jal Jeevan Mission Forest 853,Kiran Reddy,0.61,0.404,0.737,0.78,21.625899,81.196491,good,2024-12-01,part of Jal Jeevan Mission initiative,yes,no,no
1094,Madhya Pradesh,Satna,Chandpur,pipeline,Chandpur DAJGUA Pipeline 854,Kiran Rao,4.0,0.811,0.389,0.81,24.650394,79.220245,under construction,2025-02-07,part of DAJGUA initiative,no,no,yes
1095,Odisha,Bhubaneswar,Sukhi,checkdam,Sukhi Jal Jeevan Mission Checkdam 855,Lalita Behera,0.36,0.224,0.731,0.78,23.415595,86.979204,active,2024-11-30,part of Jal Jeevan Mission initiative,yes,no,no
1096,Odisha,Balasore,Sukhi,checkdam,Sukhi DAJGUA Checkdam 856,Vikram Sharma,3.94,0.879,0.444,0.71,26.669554,84.147513,under construction,2024-04-04,part of DAJGUA initiative,no,no,yes
1097,Odisha,Balasore,Gandhinagar,pond,Gandhinagar MGNREGA Pond 857,Geeta Yadav,2.33,0.064,0.052,0.83,18.810009,79.818608,seasonal,2025-07-29,part of MGNREGA initiative,no,yes,no
1098,Tripura,Udaipur,Rampur,tank,Rampur Jal Jeevan Mission Tank 858,Rohit Sharma,3.84,0.538,0.756,0.97,24.144597,83.013568,under construction,2024-11-21,part of Jal Jeevan Mission initiative,yes,no,no
1099,Madhya Pradesh,Satna,Chandpur,checkdam,Chandpur DAJGUA Checkdam 859,Saurabh Sharma,1.2,0.64,0.772,0.78,24.322829,82.747953,good,2024-11-14,part of DAJGUA initiative,no,no,yes
1100,Tripura,Kailashahar,Gandhinagar,well,Gandhinagar MGNREGA Well 860,Saurabh Tiwari,4.48,0.221,0.315,0.92,21.519669,82.116992,under construction,2025-02-28,part of MGNREGA initiative,no,yes,no
1101,Tripura,Kailashahar,Sukhi,pipeline,Sukhi DAJGUA Pipeline 861,Meera Singh,4.94,0.211,0.557,0.85,22.807538,81.265105,good,2024-02-04,part of DAJGUA initiative,no,no,yes
1102,Telangana,Warangal,Kamlapur,well,Kamlapur MGNREGA Well 862,Vikram Sharma,0.49,0.435,0.055,0.9,22.178389,84.450881,under construction,2024-06-05,part of MGNREGA initiative,no,yes,no
1103,Tripura,Agartala,Sukhi,pond,Sukhi Jal Jeevan Mission Pond 863,Kiran Patel,2.9,0.661,0.592,0.95,20.543835,80.198716,good,2025-04-10,part of Jal Jeevan Mission initiative,yes,no,no
1104,Odisha,Sambalpur,Kamlapur,farm,Kamlapur DAJGUA Farm 864,Rajesh Naidu,4.57,0.727,0.791,0.78,22.989826,85.719319,under construction,2024-05-14,part of DAJGUA initiative,no,no,yes
1105,Madhya Pradesh,Rewa,Sukhi,farm,Sukhi MGNREGA Farm 865,Ajay Behera,2.0,0.202,0.207,0.78,19.71122,83.881943,under construction,2025-08-14,part of MGNREGA initiative,no,yes,no
1106,Tripura,Agartala,Kalyanpur,well,Kalyanpur DAJGUA Well 866,Meera Naidu,0.46,0.483,0.16,0.81,18.983442,83.147503,under construction,2025-08-30,part of DAJGUA initiative,no,no,yes
1107,Telangana,Karimnagar,Rampur,forest,Rampur DAJGUA Forest 867,Geeta Reddy,0.34,0.066,0.689,0.71,26.530249,79.528584,under construction,2024-11-22,part of DAJGUA initiative,no,no,yes
1108,Odisha,Cuttack,Kamlapur,pipeline,Kamlapur DAJGUA Pipeline 868,Rajesh Reddy,3.76,0.387,0.156,0.87,23.158703,82.771988,good,2025-06-24,part of DAJGUA initiative,no,no,yes
1109,Odisha,Balasore,Bela,tank,Bela MGNREGA Tank 869,Geeta Sharma,2.28,0.879,0.388,0.71,26.788999,78.376363,active,2025-08-24,part of MGNREGA initiative,no,yes,no
1110,Madhya Pradesh,Satna,Pahadi,forest,Pahadi DAJGUA Forest 870,Lalita Yadav,2.87,0.633,0.106,0.87,17.077228,80.233375,under construction,2024-01-08,part of DAJGUA initiative,no,no,yes
1111,Odisha,Cuttack,Dharampur,checkdam,Dharampur Jal Jeevan Mission Checkdam 871,Deepak Singh,1.06,0.801,0.616,0.89,22.57695,78.921526,under construction,2025-04-16,part of Jal Jeevan Mission initiative,yes,no,no
1112,Telangana,Karimnagar,Gandhinagar,well,Gandhinagar MGNREGA Well 872,Savita Rao,1.3,0.211,0.235,0.78,21.997611,86.484774,good,2025-02-01,part of MGNREGA initiative,no,yes,no
1113,Tripura,Kailashahar,Pahadi,pond,Pahadi MGNREGA Pond 873,Meera Das,4.89,0.731,0.561,0.73,22.10415,87.235056,active,2024-08-07,part of MGNREGA initiative,no,yes,no
1114,Telangana,Nizamabad,Sukhi,pipeline,Sukhi MGNREGA Pipeline 874,Saurabh Behera,1.76,0.739,0.515,0.73,18.353723,83.725219,seasonal,2025-02-11,part of MGNREGA initiative,no,yes,no
1115,Telangana,Nizamabad,Rampur,pond,Rampur Jal Jeevan Mission Pond 875,Arun Reddy,1.84,0.163,0.055,0.86,23.697554,79.743519,seasonal,2025-07-28,part of Jal Jeevan Mission initiative,yes,no,no
1116,Madhya Pradesh,Bhopal,Sukhi,pipeline,Sukhi Jal Jeevan Mission Pipeline 876,Anita Mishra,4.85,0.83,0.147,0.92,24.549083,83.188707,under construction,2024-01-17,part of Jal Jeevan Mission initiative,yes,no,no
1117,Telangana,Nizamabad,Bela,pipeline,Bela Jal Jeevan Mission Pipeline 877,Vikram Tiwari,0.93,0.341,0.645,0.78,21.834461,82.962391,active,2024-02-15,part of Jal Jeevan Mission initiative,yes,no,no
1118,Telangana,Karimnagar,Dharampur,well,Dharampur Jal Jeevan Mission Well 878,Lalita Behera,1.52,0.554,0.488,0.97,20.398089,81.933183,seasonal,2024-05-19,part of Jal Jeevan Mission initiative,yes,no,no
1119,Telangana,Nizamabad,Chandpur,farm,Chandpur DAJGUA Farm 879,Meera Naidu,4.94,0.093,0.199,0.91,19.591019,83.036335,good,2024-09-27,part of DAJGUA initiative,no,no,yes
1120,Tripura,Agartala,Bela,checkdam,Bela MGNREGA Checkdam 880,Rajesh Naidu,3.63,0.28,0.013,0.94,25.318084,78.765314,under construction,2025-02-24,part of MGNREGA initiative,no,yes,no
1121,Tripura,Udaipur,Chandpur,pond,Chandpur Jal Jeevan Mission Pond 881,Rohit Verma,3.7,0.275,0.187,0.98,19.377195,79.451752,good,2024-11-27,part of Jal Jeevan Mission initiative,yes,no,no
1122,Odisha,Balasore,Rampur,farm,Rampur Jal Jeevan Mission Farm 882,Ramesh Behera,1.91,0.348,0.471,0.86,26.935188,82.620499,good,2024-09-25,part of Jal Jeevan Mission initiative,yes,no,no
1123,Odisha,Bhubaneswar,Rampur,pond,Rampur MGNREGA Pond 883,Lalita Tiwari,1.97,0.338,0.267,0.9,20.223349,78.94123,seasonal,2025-07-14,part of MGNREGA initiative,no,yes,no
1124,Madhya Pradesh,Satna,Sukhi,checkdam,Sukhi Jal Jeevan Mission Checkdam 884,Meera Sharma,0.38,0.385,0.128,0.77,21.794409,81.948456,seasonal,2024-02-02,part of Jal Jeevan Mission initiative,yes,no,no
1125,Telangana,Hyderabad,Kamlapur,farm,Kamlapur MGNREGA Farm 885,Sita Rao,4.22,0.145,0.1,0.87,19.016114,78.924856,active,2024-11-16,part of MGNREGA initiative,no,yes,no
1126,Telangana,Hyderabad,Chandpur,checkdam,Chandpur Jal Jeevan Mission Checkdam 886,Mohan Verma,0.63,0.694,0.682,0.88,20.184733,78.050623,good,2024-05-23,part of Jal Jeevan Mission initiative,yes,no,no
1127,Madhya Pradesh,Satna,Bela,checkdam,Bela DAJGUA Checkdam 887,Mohan Rao,3.8,0.633,0.205,0.82,23.762824,80.894227,seasonal,2025-01-02,part of DAJGUA initiative,no,no,yes
1128,Tripura,Dharmanagar,Sukhi,pipeline,Sukhi Jal Jeevan Mission Pipeline 888,Deepak Behera,3.03,0.31,0.792,0.74,24.709248,85.315653,good,2025-01-28,part of Jal Jeevan Mission initiative,yes,no,no
1129,Odisha,Cuttack,Bela,tank,Bela DAJGUA Tank 889,Pooja Sharma,1.91,0.249,0.659,0.88,21.17063,82.631258,good,2025-02-01,part of DAJGUA initiative,no,no,yes
1130,Odisha,Bhubaneswar,Chandpur,forest,Chandpur MGNREGA Forest 890,Deepak Reddy,3.48,0.567,0.281,0.87,26.865603,78.389492,seasonal,2024-07-19,part of MGNREGA initiative,no,yes,no
1131,Telangana,Hyderabad,Dharampur,pond,Dharampur Jal Jeevan Mission Pond 891,Sita Naidu,1.38,0.127,0.705,0.94,22.709267,86.811386,good,2025-03-07,part of Jal Jeevan Mission initiative,yes,no,no
1132,Telangana,Warangal,Pahadi,tank,Pahadi DAJGUA Tank 892,Ajay Tiwari,3.27,0.537,0.1,0.8,22.069786,83.578212,seasonal,2025-02-25,part of DAJGUA initiative,no,no,yes
1133,Telangana,Warangal,Sukhi,pipeline,Sukhi DAJGUA Pipeline 893,Rohit Mishra,2.52,0.333,0.416,0.7,17.091041,82.953512,seasonal,2024-03-26,part of DAJGUA initiative,no,no,yes
1134,Telangana,Nizamabad,Dharampur,pond,Dharampur Jal Jeevan Mission Pond 894,Sunita Singh,1.97,0.107,0.435,0.87,22.263656,78.536785,active,2025-03-25,part of Jal Jeevan Mission initiative,yes,no,no
1135,Madhya Pradesh,Ujjain,Bela,checkdam,Bela MGNREGA Checkdam 895,Mohan Singh,4.37,0.89,0.641,0.76,24.58865,83.301076,under construction,2024-06-15,part of MGNREGA initiative,no,yes,no
1136,Odisha,Cuttack,Sukhi,well,Sukhi MGNREGA Well 896,Manoj Singh,4.75,0.784,0.171,0.9,18.662681,86.366429,active,2025-02-28,part of MGNREGA initiative,no,yes,no
1137,Odisha,Cuttack,Gandhinagar,pipeline,Gandhinagar MGNREGA Pipeline 897,Arun Naidu,0.54,0.488,0.317,0.85,21.781189,83.854479,active,2025-08-17,part of MGNREGA initiative,no,yes,no
1138,Telangana,Nizamabad,Rampur,pond,Rampur Jal Jeevan Mission Pond 898,Pooja Das,3.1,0.691,0.241,0.91,20.25728,83.218787,under construction,2024-11-08,part of Jal Jeevan Mission initiative,yes,no,no
1139,Tripura,Udaipur,Kamlapur,forest,Kamlapur Jal Jeevan Mission Forest 899,Rohit Das,0.91,0.559,0.76,0.71,25.393136,83.650112,under construction,2025-03-17,part of Jal Jeevan Mission initiative,yes,no,no
1140,Tripura,Udaipur,Bela,pipeline,Bela DAJGUA Pipeline 900,Neha Tiwari,2.11,0.521,0.361,0.97,17.38347,80.065523,active,2025-05-31,part of DAJGUA initiative,no,no,yes
1141,Tripura,Dharmanagar,Kalyanpur,pond,Kalyanpur MGNREGA Pond 901,Rohit Sharma,0.9,0.071,0.448,0.73,21.556282,84.205459,active,2024-12-22,part of MGNREGA initiative,no,yes,no
